Edition,Base,Head,Face,Mouth,Eyes,Accessory,Clothing,Background,Signature
347,Old,,Haka,,,Fire Ball,CM Jersey,Purple,Dosbrak
348,Standard,,Sweat,,Wayfarers,,NZ Jersey,Purple,Dosbrak
349,Old,Hat,,,Wayfarers,Egg Ball,Shirt,Purple,Dosbrak
350,Old,Hat,,Solana Mouthguard,,Ball,Blue Suit,Gold,Dosbrak
351,Young,,Sweat,,,Ball,NZ Jersey,Orange,Dosbrak
352,Standard,,Sweat,,,,Solana Jersey,Red,Dosbrak
353,Old,Hat,,,,Old Ball,Blue Suit,Orange,Dosbrak
354,Standard,Hat,,,,NZ Ball,Solana Jersey,Orange,Dosbrak
355,Standard,,,Solana Mouthguard,,Crown Ball,Black Tie,Orange,Dosbrak
356,Standard,Hat,,,,Gold Chain,NZ Jersey,Purple,Dosbrak
357,Young,Hat,Sweat,,,Ball,Yellow Jersey,Purple,Dosbrak
358,Old,BA Snapback,Haka,,,,NZ Away Jersey,Blue,Dosbrak
359,Standard,,Haka,,Wayfarers,NZ Ball,NZ Away Jersey,Purple,Dosbrak
360,Young,Hat,,,,,NZ Jersey,Orange,Dosbrak
361,Standard,,,,,Fire Ball,Shirt,Blue,Dosbrak
362,Standard,Hat,,,Laser Eyes,NZ Ball,Black Tie,Red,Dosbrak
363,Old,,Haka,,,Boom Box,NZ Old Jersey,Gold,Dosbrak
364,Standard,,Haka,,,Egg Ball,NZ Old Jersey,Red,Dosbrak
365,Standard,,Haka,,Wayfarers,NZ Ball,NZ Jersey,Purple,Dosbrak
366,Standard,,,,Eye Injury,Gold Chain,NZ Jersey,Blue,Dosbrak
367,Standard,,,Solana Mouthguard,Eye Injury,,Shirt,Blue,Dosbrak
368,Old,,Sweat,,Wayfarers,NZ Ball,Solana Jersey,Purple,Dosbrak
369,Standard,Hat,,NZ Mouth Guard,Wayfarers,Egg Ball,CM Jersey,Orange,Dosbrak
370,Standard,,,,Wayfarers,NZ Ball,NZ Away Jersey,Purple,Dosbrak
371,Young,Hat,,,,Old Ball,NZ Away Jersey,Purple,Dosbrak
372,Standard,Halo,,,Wayfarers,Old Ball,Solana Jersey,Orange,Dosbrak
373,Standard,,Haka,,,Old Ball,NZ Jersey,Purple,Dosbrak
374,Young,,Haka,,Wayfarers,Ball,CM Jersey,Gold,Dosbrak
375,Standard,,Bane,,,,Solana Jersey,Orange,Dosbrak
376,Old,,Haka,,Wayfarers,Old Ball,Solana Jersey,Blockasset,Dosbrak
377,Standard,,Sweat,,,Egg Ball,Solana Jersey,Black,Dosbrak
378,Old,BA Snapback,,,,,Blue Suit,Red,Dosbrak
379,Young,,Haka,,,Gold Chain,Yellow Jersey,Blue,Dosbrak
380,Old,Headband,Haka,,,Ball,NZ Jersey,Red,Dosbrak
381,Young,Hat,,,,,Solana Jersey,Orange,Dosbrak
382,Standard,Hat,,,Wayfarers,Diamond Ball,Blue Suit,Blockasset,Dosbrak
383,Young,Hat,,NZ Mouth Guard,,,Shirt,Orange,Dosbrak
384,Standard,Hat,,,,Old Ball,Solana Jersey,Black,Dosbrak
385,Standard,,,,Eye Injury,NZ Ball,Solana Jersey,Red,Dosbrak
386,Young,Halo,,,,Ball,NZ Jersey,Purple,Dosbrak
387,Standard,,Haka,,Eye Injury,Crown Ball,Blue Suit,Black,Dosbrak
388,Standard,BA Snapback,,,,Crown Ball,Yellow Jersey,Orange,Dosbrak
389,Standard,BA Snapback,,,,Diamond Ball,Yellow Jersey,Red,Dosbrak
390,Old,,,Solana Mouthguard,Eye Injury,Boom Box,NZ Jersey,Purple,Dosbrak
391,Old,,,,Wayfarers,Ball,CM Jersey,Black,Dosbrak
392,Old,,,NZ Mouth Guard,,Ball,CM Jersey,Black,Dosbrak
393,Young,,,Solana Mouthguard,,Egg Ball,Solana Jersey,Red,Dosbrak
394,Young,Hat,,,,Crown Ball,NZ Jersey,Red,Dosbrak
395,Standard,,,NZ Mouth Guard,,Old Ball,NZ Old Jersey,Black,Dosbrak
396,Standard,,,Solana Mouthguard,Eye Injury,Boots,NZ Jersey,Blue,Dosbrak
397,Standard,,Haka,,Eye Injury,,NZ Old Jersey,Red,Dosbrak
398,Standard,Hat,,,,Ball,CM Jersey,Black,Dosbrak
399,Old,Headband,Haka,,,Gold Chain,NZ Old Jersey,Red,Dosbrak
400,Standard,Crown,,,,Old Ball,Shirt,Black,Dosbrak
401,Old,Headband,,Diamond Grill,,Boots,NZ Jersey,Purple,Dosbrak
402,Standard,,,,,Crown Ball,Shirt,Purple,Dosbrak
403,Old,,,Solana Mouthguard,Wayfarers,Crown Ball,Solana Jersey,Purple,Dosbrak
404,Standard,,Haka,,,Boots,Shirt,Orange,Dosbrak
405,Old,,,,,Diamond Ball,NZ Jersey,Blue,Dosbrak
406,Standard,,Bane,,,,Blue Suit,Orange,Dosbrak
407,Old,Hat,,,,Old Ball,Yellow Jersey,Blue,Dosbrak
408,Standard,BA Snapback,,,,Fire Ball,CM Jersey,Purple,Dosbrak
409,Standard,,,,,Egg Ball,Solana Jersey,Black,Dosbrak
410,Standard,,,,,Boots,Yellow Jersey,Red,Dosbrak
411,Standard,,,,Wayfarers,Boom Box,Solana Jersey,Blue,Dosbrak
412,Young,,,NZ Mouth Guard,Laser Eyes,Crown Ball,NZ Jersey,Red,Dosbrak
413,Standard,BA Snapback,,,,Old Ball,NZ Jersey,Gold,Dosbrak
414,Standard,Hat,,,Wayfarers,Ball,Shirt,Black,Dosbrak
415,Old,,,NZ Mouth Guard,Wayfarers,Gold Chain,Shirt,Black,Dosbrak
416,Standard,,Sweat,Diamond Grill,,Boots,NZ Away Jersey,Orange,Dosbrak
417,Standard,,Sweat,,Eye Injury,NZ Ball,CM Jersey,Blue,Dosbrak
418,Standard,,Haka,,,Boots,NZ Jersey,Red,Dosbrak
419,Old,,,Solana Mouthguard,,Ball,Shirt,Red,Dosbrak
420,Old,,,,Eye Injury,Egg Ball,CM Jersey,Red,Dosbrak
421,Standard,,,,Eye Injury,Ball,NZ Jersey,Blue,Dosbrak
422,Standard,,,,,Ball,Blue Suit,Blue,Dosbrak
423,Old,Headband,,,,NZ Ball,Shirt,Black,Dosbrak
424,Standard,Hat,Haka,,,Boots,CM Jersey,Black,Dosbrak
425,Standard,,,Solana Mouthguard,Laser Eyes,Fire Ball,Blue Suit,Orange,Dosbrak
426,Standard,Hat,Haka,,,Ball,NZ Old Jersey,Blockasset,Dosbrak
427,Old,,,,Wayfarers,Gold Chain,CM Jersey,Blockasset,Dosbrak
428,Old,BA Snapback,Sweat,,Wayfarers,Ball,NZ Old Jersey,Black,Dosbrak
429,Old,,Haka,,Wayfarers,Gold Chain,NZ Away Jersey,Blue,Dosbrak
430,Standard,,,,,,NZ Away Jersey,Red,Dosbrak
431,Standard,BA Snapback,,,Wayfarers,,Shirt,Orange,Dosbrak
432,Old,BA Snapback,Sweat,,,NZ Ball,NZ Jersey,Orange,Dosbrak
433,Standard,,,Solana Mouthguard,Wayfarers,Diamond Ball,NZ Jersey,Red,Dosbrak
434,Standard,,,,Laser Eyes,Ball,CM Jersey,Red,Dosbrak
435,Standard,,,,,,NZ Jersey,Blockasset,Dosbrak
436,Standard,,,,,Ball,Shirt,Gold,Dosbrak
437,Standard,Halo,Haka,,,Old Ball,Shirt,Blue,Dosbrak
438,Old,,,,,Old Ball,NZ Jersey,Black,Dosbrak
439,Old,Hat,,NZ Mouth Guard,,Ball,CM Jersey,Purple,Dosbrak
440,Standard,BA Snapback,,,,Old Ball,NZ Away Jersey,Orange,Dosbrak
441,Young,BA Snapback,,NZ Mouth Guard,Wayfarers,NZ Ball,Shirt,Orange,Dosbrak
442,Standard,Hat,Sweat,,,Old Ball,NZ Jersey,Blue,Dosbrak
443,Standard,,,Solana Mouthguard,Laser Eyes,Egg Ball,CM Jersey,New Zealand,Dosbrak
444,Standard,,Haka,,,Crown Ball,Blue Suit,Black,Dosbrak
445,Young,,Sweat,Solana Mouthguard,Wayfarers,Crown Ball,NZ Old Jersey,Black,Dosbrak
446,Old,,,,,Ball,NZ Jersey,Blockasset,Dosbrak
447,Standard,,Haka,,Wayfarers,,Blue Suit,Black,Dosbrak
448,Standard,,,,,Old Ball,Solana Jersey,Purple,Dosbrak
449,Standard,Halo,,Diamond Grill,,NZ Ball,NZ Old Jersey,Red,Dosbrak
450,Old,,,Solana Mouthguard,Eye Injury,Ball,NZ Away Jersey,Orange,Dosbrak
451,Young,,,,Wayfarers,,NZ Away Jersey,New Zealand,Dosbrak
452,Old,,,Solana Mouthguard,,,Yellow Jersey,Gold,Dosbrak
453,Old,,,,,Old Ball,NZ Away Jersey,Red,Dosbrak
454,Old,Hat,Haka,,,,NZ Away Jersey,Orange,Dosbrak
455,Young,,,,Wayfarers,Boom Box,Shirt,Black,Dosbrak
456,Standard,Headband,Sweat,,Laser Eyes,NZ Ball,CM Jersey,Blue,Dosbrak
457,Young,,Sweat,,Wayfarers,Ball,NZ Jersey,Black,Dosbrak
458,Old,,,,,,NZ Old Jersey,Red,Dosbrak
459,Standard,BA Snapback,,,,NZ Ball,Black Tie,Orange,Dosbrak
460,Young,Halo,Haka,,,Gold Chain,Yellow Jersey,Red,Dosbrak
461,Young,,,,,Ball,Solana Jersey,Blue,Dosbrak
462,Young,,Haka,,Wayfarers,,Blue Suit,Blue,Dosbrak
463,Standard,,,NZ Mouth Guard,,Crown Ball,Shirt,Red,Dosbrak
464,Standard,,Haka,,,,Solana Jersey,Red,Dosbrak
465,Standard,,,,,NZ Ball,Yellow Jersey,Black,Dosbrak
466,Standard,,Bane,,,NZ Ball,CM Jersey,Blue,Dosbrak
467,Standard,,,Solana Mouthguard,,Boots,Solana Jersey,Black,Dosbrak
468,Standard,,,Diamond Grill,,,NZ Jersey,Orange,Dosbrak
469,Old,,,,,,Astronaut,Blue,Dosbrak
470,Standard,Headband,Sweat,,Wayfarers,Boots,Solana Jersey,Purple,Dosbrak
471,Standard,Headband,Sweat,,,Boots,CM Jersey,Black,Dosbrak
472,Standard,BA Snapback,Haka,,,Boots,Shirt,Red,Dosbrak
473,Standard,,,,,Old Ball,Solana Jersey,Black,Dosbrak
474,Standard,BA Snapback,,NZ Mouth Guard,,Fire Ball,NZ Old Jersey,Black,Dosbrak
475,Standard,Hat,Sweat,NZ Mouth Guard,,Diamond Ball,Solana Jersey,Red,Dosbrak
476,Standard,,,Solana Mouthguard,,Ball,NZ Away Jersey,Orange,Dosbrak
477,Old,,Haka,,,Old Ball,CM Jersey,Blue,Dosbrak
478,Young,,Sweat,,Wayfarers,Fire Ball,NZ Jersey,Black,Dosbrak
479,Old,BA Snapback,Sweat,,,Egg Ball,NZ Away Jersey,Purple,Dosbrak
480,Standard,,,,,Diamond Ball,CM Jersey,Orange,Dosbrak
481,Young,BA Snapback,Sweat,,,NZ Ball,NZ Old Jersey,Red,Dosbrak
482,Standard,,,,Eye Injury,Egg Ball,Solana Jersey,Purple,Dosbrak
483,Old,,,,,Ball,NZ Away Jersey,Purple,Dosbrak
484,Standard,,Haka,,Wayfarers,Crown Ball,CM Jersey,Blue,Dosbrak
485,Standard,BA Snapback,Haka,,Wayfarers,Ball,NZ Jersey,Orange,Dosbrak
486,Standard,Halo,Haka,,,Ball,Solana Jersey,Orange,Dosbrak
487,Old,BA Snapback,,,,NZ Ball,CM Jersey,Blue,Dosbrak
488,Standard,,,,Eye Injury,Boots,Shirt,Orange,Dosbrak
489,Young,,Haka,,,Boots,Solana Jersey,Blockasset,Dosbrak
490,Standard,Hat,,Solana Mouthguard,Wayfarers,NZ Ball,NZ Jersey,Blue,Dosbrak
491,Old,Headband,Haka,,,Crown Ball,NZ Old Jersey,Gold,Dosbrak
492,Standard,Headband,Haka,,Laser Eyes,NZ Ball,Solana Jersey,Purple,Dosbrak
493,Standard,,Haka,,,,Blue Suit,Black,Dosbrak
494,Standard,Hat,,,,,NZ Jersey,Purple,Dosbrak
495,Standard,Hat,,,,Old Ball,NZ Jersey,Blue,Dosbrak
496,Standard,,,,,,Blue Suit,Purple,Dosbrak
497,Standard,,Haka,,,Ball,Shirt,Blue,Dosbrak
498,Standard,,,,Wayfarers,NZ Ball,Blue Suit,Orange,Dosbrak
499,Standard,Halo,,,,Old Ball,CM Jersey,Purple,Dosbrak
500,Standard,,,NZ Mouth Guard,Eye Injury,,CM Jersey,Purple,Dosbrak
501,Old,,,NZ Mouth Guard,Eye Injury,Fire Ball,NZ Jersey,Black,Dosbrak
502,Young,,,,Wayfarers,,Blue Suit,Orange,Dosbrak
503,Standard,,Sweat,,Laser Eyes,Boots,Solana Jersey,Black,Dosbrak
504,Standard,BA Snapback,,Solana Mouthguard,,Boots,Yellow Jersey,Purple,Dosbrak
505,Standard,Hat,Haka,,Laser Eyes,,NZ Jersey,Black,Dosbrak
506,Old,Hat,,Solana Mouthguard,Laser Eyes,,NZ Jersey,Blue,Dosbrak
507,Standard,Halo,Haka,,Laser Eyes,Egg Ball,NZ Jersey,Black,Dosbrak
508,Standard,Headband,,,,Gold Chain,Yellow Jersey,Red,Dosbrak
509,Standard,,Haka,,Eye Injury,Egg Ball,NZ Jersey,Orange,Dosbrak
510,Old,,,,Wayfarers,NZ Ball,NZ Jersey,Purple,Dosbrak
511,Young,,,,Eye Injury,Old Ball,Solana Jersey,Orange,Dosbrak
512,Standard,,,NZ Mouth Guard,,Ball,NZ Jersey,Purple,Dosbrak
513,Standard,,Haka,,,NZ Ball,Yellow Jersey,Orange,Dosbrak
514,Standard,,Sweat,,,Ball,CM Jersey,Gold,Dosbrak
515,Standard,Headband,,,,Diamond Ball,Shirt,Orange,Dosbrak
516,Standard,,Haka,,Eye Injury,NZ Ball,NZ Jersey,Blue,Dosbrak
517,Standard,,,Diamond Grill,,Crown Ball,Solana Jersey,Purple,Dosbrak
518,Standard,Hat,,,,Fire Ball,NZ Away Jersey,Blue,Dosbrak
519,Standard,,Sweat,,Wayfarers,,Solana Jersey,Black,Dosbrak
520,Young,,,,,Egg Ball,Blue Suit,Orange,Dosbrak
521,Standard,,,Diamond Grill,,Old Ball,Blue Suit,Blue,Dosbrak
522,Old,,,,,,Shirt,Blockasset,Dosbrak
523,Old,,,,,Crown Ball,CM Jersey,Blue,Dosbrak
524,Old,,,Diamond Grill,Wayfarers,NZ Ball,NZ Jersey,Purple,Dosbrak
525,Old,BA Snapback,Haka,,,Boots,NZ Old Jersey,Gold,Dosbrak
526,Standard,,,Solana Mouthguard,Eye Injury,Fire Ball,NZ Away Jersey,Blue,Dosbrak
527,Young,,,,Eye Injury,Ball,NZ Jersey,Orange,Dosbrak
528,Standard,BA Snapback,Sweat,,,Boots,NZ Away Jersey,Red,Dosbrak
529,Old,,,Solana Mouthguard,Eye Injury,NZ Ball,Solana Jersey,Orange,Dosbrak
530,Standard,Headband,Haka,,Wayfarers,Crown Ball,NZ Away Jersey,Red,Dosbrak
531,Young,,,,Laser Eyes,Ball,CM Jersey,Orange,Dosbrak
532,Young,,,,,NZ Ball,Blue Suit,Red,Dosbrak
533,Standard,,,,,,Solana Jersey,Black,Dosbrak
534,Young,Crown,,,Laser Eyes,,Solana Jersey,Black,Dosbrak
535,Standard,,,,,Gold Chain,NZ Away Jersey,Red,Dosbrak
536,Standard,,Haka,,Laser Eyes,Egg Ball,Shirt,Purple,Dosbrak
537,Old,BA Snapback,,NZ Mouth Guard,,Boots,NZ Jersey,Blue,Dosbrak
538,Standard,,,NZ Mouth Guard,,Ball,CM Jersey,Blue,Dosbrak
539,Standard,,,,Laser Eyes,,Blue Suit,Red,Dosbrak
540,Old,,,NZ Mouth Guard,,Old Ball,Yellow Jersey,Blue,Dosbrak
541,Standard,,Sweat,Diamond Grill,Eye Injury,Ball,NZ Old Jersey,Orange,Dosbrak
542,Standard,Hat,,,Wayfarers,,Black Tie,Blue,Dosbrak
543,Old,BA Snapback,Sweat,NZ Mouth Guard,,NZ Ball,Solana Jersey,Black,Dosbrak
544,Old,,Haka,,,Crown Ball,Solana Jersey,Purple,Dosbrak
545,Standard,Halo,,,Laser Eyes,Gold Chain,Shirt,Red,Dosbrak
546,Young,Hat,,,,,Black Tie,Red,Dosbrak
547,Standard,,,,Laser Eyes,Ball,Blue Suit,Blockasset,Dosbrak
548,Standard,,,,,NZ Ball,Solana Jersey,Red,Dosbrak
549,Standard,,,Solana Mouthguard,Laser Eyes,Egg Ball,Solana Jersey,Blue,Dosbrak
550,Standard,Halo,,,Wayfarers,Ball,NZ Jersey,Gold,Dosbrak
551,Standard,,,,Wayfarers,Ball,Solana Jersey,Purple,Dosbrak
552,Old,,Haka,,,,NZ Away Jersey,Purple,Dosbrak
553,Old,,,Solana Mouthguard,Eye Injury,Egg Ball,Shirt,Purple,Dosbrak
554,Standard,,Sweat,,,Boots,NZ Jersey,Black,Dosbrak
555,Standard,,,NZ Mouth Guard,,Crown Ball,NZ Old Jersey,Blue,Dosbrak
556,Standard,,Sweat,,Eye Injury,,NZ Jersey,Orange,Dosbrak
557,Old,Hat,,,,Old Ball,Solana Jersey,Blue,Dosbrak
558,Old,Headband,,,,Old Ball,NZ Jersey,Orange,Dosbrak
559,Standard,,,Diamond Grill,Eye Injury,Old Ball,NZ Jersey,Purple,Dosbrak
560,Old,,,Solana Mouthguard,Wayfarers,NZ Ball,NZ Away Jersey,Black,Dosbrak
561,Old,Hat,,Solana Mouthguard,Wayfarers,,CM Jersey,Red,Dosbrak
562,Standard,,,,Laser Eyes,Egg Ball,Blue Suit,Red,Dosbrak
563,Standard,,,,Laser Eyes,Egg Ball,Blue Suit,Black,Dosbrak
564,Standard,,Haka,,,Gold Chain,Solana Jersey,Black,Dosbrak
565,Standard,,,,,Gold Chain,NZ Away Jersey,Gold,Dosbrak
566,Young,,,Solana Mouthguard,Laser Eyes,Ball,Solana Jersey,Blue,Dosbrak
567,Standard,,Sweat,,Eye Injury,,NZ Jersey,Black,Dosbrak
568,Standard,Headband,,Diamond Grill,,NZ Ball,NZ Old Jersey,Black,Dosbrak
569,Standard,Hat,,Solana Mouthguard,Wayfarers,Boots,Yellow Jersey,Blue,Dosbrak
570,Standard,,Haka,,Laser Eyes,Egg Ball,NZ Old Jersey,Purple,Dosbrak
571,Standard,Hat,,Solana Mouthguard,,NZ Ball,Solana Jersey,New Zealand,Dosbrak
572,Old,BA Snapback,,Diamond Grill,,Ball,Solana Jersey,Orange,Dosbrak
573,Standard,BA Snapback,,,Wayfarers,Boots,NZ Jersey,Black,Dosbrak
574,Young,,,,Wayfarers,,NZ Away Jersey,Gold,Dosbrak
575,Young,Hat,,,,Gold Chain,CM Jersey,Black,Dosbrak
576,Old,,,,,Old Ball,NZ Jersey,Purple,Dosbrak
577,Old,Halo,,Solana Mouthguard,Wayfarers,Old Ball,Solana Jersey,Purple,Dosbrak
578,Young,,Haka,,,Boots,Shirt,Red,Dosbrak
579,Standard,,,,,Crown Ball,Blue Suit,Orange,Dosbrak
580,Standard,,,,Eye Injury,NZ Ball,Astronaut,Blockasset,Dosbrak
581,Standard,Headband,Sweat,Diamond Grill,,Egg Ball,CM Jersey,Red,Dosbrak
582,Old,BA Snapback,,NZ Mouth Guard,,Old Ball,Yellow Jersey,Purple,Dosbrak
583,Standard,,,,,Egg Ball,NZ Jersey,Black,Dosbrak
584,Standard,Halo,,,Laser Eyes,,NZ Jersey,Blue,Dosbrak
585,Standard,Headband,Sweat,,,Egg Ball,Solana Jersey,Blockasset,Dosbrak
586,Old,,,Solana Mouthguard,Eye Injury,Boots,NZ Away Jersey,Black,Dosbrak
587,Standard,Hat,,Solana Mouthguard,,Egg Ball,Black Tie,Blue,Dosbrak
588,Standard,Headband,Haka,,,,Solana Jersey,Orange,Dosbrak
589,Standard,Hat,,Solana Mouthguard,,,Shirt,Black,Dosbrak
590,Young,,,,Wayfarers,Old Ball,NZ Away Jersey,Orange,Dosbrak
591,Standard,,Haka,,,Old Ball,NZ Away Jersey,Orange,Dosbrak
592,Young,,Haka,,Eye Injury,NZ Ball,Solana Jersey,Orange,Dosbrak
593,Standard,,,Solana Mouthguard,,Egg Ball,NZ Jersey,Black,Dosbrak
594,Young,,,,Wayfarers,Old Ball,NZ Jersey,Red,Dosbrak
595,Standard,BA Snapback,Haka,,,Old Ball,NZ Jersey,Black,Dosbrak
596,Standard,Headband,Haka,,,Old Ball,NZ Jersey,Red,Dosbrak
597,Old,Hat,Haka,,,Boots,NZ Jersey,Red,Dosbrak
598,Young,,,,,Crown Ball,NZ Jersey,Purple,Dosbrak
599,Standard,,,,Eye Injury,Boots,NZ Away Jersey,Orange,Dosbrak
600,Old,BA Snapback,Sweat,,Wayfarers,Boots,NZ Old Jersey,Gold,Dosbrak
601,Young,BA Snapback,,,,Crown Ball,Astronaut,Red,Dosbrak
602,Standard,,,,Eye Injury,Egg Ball,Yellow Jersey,Orange,Dosbrak
603,Old,,,,,Crown Ball,Yellow Jersey,Black,Dosbrak
604,Standard,,,,,Ball,Shirt,Blue,Dosbrak
605,Old,Halo,Haka,,,Gold Chain,Solana Jersey,Blockasset,Dosbrak
606,Standard,BA Snapback,,,,Gold Chain,NZ Away Jersey,Blockasset,Dosbrak
607,Old,,,,,Crown Ball,NZ Away Jersey,Blue,Dosbrak
608,Standard,,,,Eye Injury,Ball,NZ Away Jersey,Orange,Dosbrak
609,Young,,,,Laser Eyes,,NZ Away Jersey,Black,Dosbrak
610,Standard,Headband,Haka,,,Gold Chain,CM Jersey,Orange,Dosbrak
611,Standard,,Sweat,,,Ball,Solana Jersey,Black,Dosbrak
612,Standard,Hat,Bane,NZ Mouth Guard,,Egg Ball,NZ Old Jersey,Purple,Dosbrak
613,Standard,BA Snapback,,Diamond Grill,,Ball,NZ Jersey,Orange,Dosbrak
614,Old,,,,Wayfarers,Diamond Ball,NZ Away Jersey,Blockasset,Dosbrak
615,Standard,BA Snapback,Haka,,Wayfarers,Crown Ball,Yellow Jersey,Gold,Dosbrak
616,Old,Halo,,,Wayfarers,Fire Ball,NZ Away Jersey,Black,Dosbrak
617,Standard,,Haka,,Laser Eyes,Boom Box,NZ Jersey,Red,Dosbrak
618,Old,,,,,,Blue Suit,Purple,Dosbrak
619,Standard,,,,,Egg Ball,Solana Jersey,Orange,Dosbrak
620,Standard,Headband,Haka,,Wayfarers,Fire Ball,Shirt,Black,Dosbrak
621,Standard,,,,Laser Eyes,Boots,NZ Away Jersey,Orange,Dosbrak
622,Standard,Hat,,,,Gold Chain,Blue Suit,Purple,Dosbrak
623,Young,,,NZ Mouth Guard,Laser Eyes,Boots,NZ Away Jersey,Gold,Dosbrak
624,Old,Hat,Sweat,NZ Mouth Guard,,Ball,Solana Jersey,Black,Dosbrak
625,Standard,Halo,,NZ Mouth Guard,Laser Eyes,Crown Ball,CM Jersey,Orange,Dosbrak
626,Old,BA Snapback,,,,Ball,NZ Jersey,Black,Dosbrak
627,Standard,,Bane,,Laser Eyes,Gold Chain,Blue Suit,Blockasset,Dosbrak
628,Standard,BA Snapback,,,,Boots,CM Jersey,Red,Dosbrak
629,Standard,BA Snapback,,,Wayfarers,NZ Ball,NZ Away Jersey,Red,Dosbrak
630,Standard,Headband,Haka,,Wayfarers,Ball,Solana Jersey,Red,Dosbrak
631,Standard,,,Solana Mouthguard,,NZ Ball,Shirt,Black,Dosbrak
632,Old,,,Solana Mouthguard,Eye Injury,Crown Ball,NZ Away Jersey,Orange,Dosbrak
633,Standard,,Haka,,,,NZ Away Jersey,Orange,Dosbrak
634,Standard,BA Snapback,Haka,,,Ball,Astronaut,Blue,Dosbrak
635,Standard,,,Solana Mouthguard,,Crown Ball,NZ Jersey,Blockasset,Dosbrak
636,Young,,,,Wayfarers,Boots,NZ Away Jersey,Blue,Dosbrak
637,Standard,,,,Eye Injury,Old Ball,NZ Jersey,Blockasset,Dosbrak
638,Young,Crown,Haka,,,Fire Ball,Blue Suit,Purple,Dosbrak
639,Standard,Hat,,,,Ball,Shirt,Blue,Dosbrak
640,Standard,BA Snapback,,,,NZ Ball,NZ Away Jersey,Red,Dosbrak
641,Standard,,,,Wayfarers,Boots,NZ Jersey,Black,Dosbrak
642,Standard,,,,,Crown Ball,CM Jersey,Orange,Dosbrak
643,Old,,Haka,,Wayfarers,Egg Ball,Solana Jersey,Black,Dosbrak
644,Standard,BA Snapback,Haka,,,Boots,NZ Jersey,Black,Dosbrak
645,Young,,,,Eye Injury,Egg Ball,Shirt,Purple,Dosbrak
646,Old,,,Solana Mouthguard,Eye Injury,,NZ Jersey,Purple,Dosbrak
647,Standard,,Haka,,Wayfarers,NZ Ball,NZ Jersey,Black,Dosbrak
648,Standard,BA Snapback,,Solana Mouthguard,,Old Ball,NZ Away Jersey,Blue,Dosbrak
649,Standard,,,Solana Mouthguard,Eye Injury,Egg Ball,CM Jersey,Orange,Dosbrak
650,Standard,,,,,Old Ball,Shirt,Black,Dosbrak
651,Standard,BA Snapback,Haka,,,Ball,NZ Old Jersey,Orange,Dosbrak
652,Standard,,,,,Gold Chain,Yellow Jersey,Black,Dosbrak
653,Old,,Haka,,,Ball,NZ Jersey,Black,Dosbrak
654,Young,BA Snapback,,,Laser Eyes,Old Ball,NZ Jersey,Black,Dosbrak
655,Standard,,,,,Egg Ball,NZ Away Jersey,Blockasset,Dosbrak
656,Old,,,Solana Mouthguard,,Gold Chain,Shirt,Blue,Dosbrak
657,Old,,,NZ Mouth Guard,Eye Injury,NZ Ball,Yellow Jersey,Black,Dosbrak
658,Young,BA Snapback,,NZ Mouth Guard,,Ball,Solana Jersey,Blue,Dosbrak
659,Standard,,,NZ Mouth Guard,Wayfarers,Ball,Solana Jersey,Orange,Dosbrak
660,Old,,,,,Crown Ball,Shirt,Red,Dosbrak
661,Young,,Haka,,,Boots,CM Jersey,Purple,Dosbrak
662,Standard,,,,,Gold Chain,CM Jersey,Red,Dosbrak
663,Standard,Crown,,,Wayfarers,,Blue Suit,Orange,Dosbrak
664,Standard,,Bane,,Eye Injury,Boots,Black Tie,Red,Dosbrak
665,Standard,,,,Eye Injury,NZ Ball,NZ Jersey,Blue,Dosbrak
666,Young,BA Snapback,,,,NZ Ball,NZ Away Jersey,Orange,Dosbrak
667,Old,,Haka,,Laser Eyes,Crown Ball,NZ Jersey,Orange,Dosbrak
668,Standard,,,,Eye Injury,Boom Box,NZ Old Jersey,Red,Dosbrak
669,Standard,,,,Eye Injury,Crown Ball,NZ Away Jersey,Black,Dosbrak
670,Standard,,,,,Gold Chain,Solana Jersey,Black,Dosbrak
671,Standard,Headband,Haka,,Wayfarers,Boots,NZ Away Jersey,Black,Dosbrak
672,Old,Hat,Haka,,,,NZ Jersey,Orange,Dosbrak
673,Standard,,,Solana Mouthguard,,Gold Chain,NZ Jersey,Blue,Dosbrak
674,Standard,,,,Eye Injury,,CM Jersey,Black,Dosbrak
675,Standard,,,,Wayfarers,Boots,Shirt,Red,Dosbrak
676,Old,,Haka,,Eye Injury,,Shirt,Blue,Dosbrak
677,Standard,BA Snapback,,NZ Mouth Guard,Wayfarers,Fire Ball,CM Jersey,Red,Dosbrak
678,Standard,Hat,,,,Egg Ball,Solana Jersey,Purple,Dosbrak
679,Standard,,Haka,,,Old Ball,Solana Jersey,Orange,Dosbrak
680,Standard,,,Solana Mouthguard,,NZ Ball,NZ Jersey,Orange,Dosbrak
681,Standard,,,,Wayfarers,Ball,NZ Jersey,Red,Dosbrak
682,Old,,Haka,,Eye Injury,Egg Ball,NZ Jersey,Purple,Dosbrak
683,Standard,Halo,,,,Crown Ball,NZ Jersey,Black,Dosbrak
684,Young,,Haka,,,Ball,Blue Suit,Black,Dosbrak
685,Standard,Halo,Haka,,Laser Eyes,,NZ Away Jersey,Blue,Dosbrak
686,Standard,Headband,,NZ Mouth Guard,,Boots,Shirt,Purple,Dosbrak
